Name,Subscription,ResourceGroupName,Location,ResizeGroup,OsType,Role,Size,TargetSize,LicenseType,NicCount,NicCountCap,AvailabilitySet,FaultDomain,UpdateDomain,AvailVMSizesD,AvailVMSizesDv2,AvailVMSizesF,AvailVMSizesDv3,NoResize,NonStandardVM,Notes
tx-preprod,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,N/A,Windows,,Standard_A2_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,Deleting
VAAZTIAMAPP300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_APP300_VALOGON,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMAPP301,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_APP300_VALOGON,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMAPP304,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_APP300_ESIG,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMAPP305,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_APP300_ESIG,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMAPP306,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A8_v2,F8,Windows_Server,1,4,ACSPREPROD2_AS_APP300_AMS-VDT,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMAPP307,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A8_v2,F8,Windows_Server,1,4,ACSPREPROD2_AS_APP300_AMS-VDT,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMAPP310,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Linux,Compute,Standard_A2_v2,F2,,1,4,ACSPREPROD2_AS_APP300_SSO,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMASM300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
VAAZTIAMFPS350,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,3,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMFPS351,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,4,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMFRP350,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,6,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMFRP351,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,5,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMLDS300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
VAAZTIAMLDS301,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
VAAZTIAMLDS302,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
VAAZTIAMPDP300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_PDP300,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMPDP301,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_PDP300,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMPPS350,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,13,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMPPS351,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,12,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMPRP350,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,15,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMPRP351,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,14,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMPTA300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Windows,,Standard_A4m_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,
VAAZTIAMPTA301,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Windows,,Standard_A4m_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,
VAAZTIAMPTA302,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Windows,,Standard_A4m_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,
VAAZTIAMPTA303,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Windows,,Standard_A4m_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,
VAAZTIAMSPS300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_SPS300,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSPS301,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_SPS300,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSPS350,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSPS351,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP350,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP351,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP352,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,3,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP353,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP354,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,8,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP355,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,4,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP356,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,10,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP357,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,7,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP358,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,9,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP359,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,11,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP360,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,1,5,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSRP361,PREPROD-GOV-INTERNAL,VAAFIPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPREPROD2_AS_SAM350,0,6,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSSO300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Linux,Compute,Standard_A2_v2,F2,,1,4,ACSPREPROD2_AS_SSO300,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMSSO301,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Linux,Compute,Standard_A2_v2,F2,,1,4,ACSPREPROD2_AS_SSO300,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMTPM300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Linux,,Standard_A4_v2,N/A,,1,4,ACSPREPROD2_AS_TPM300,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,$True,,Confirmed not resizing
VAAZTIAMTPM301,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Linux,,Standard_A4_v2,N/A,,1,4,ACSPREPROD2_AS_TPM300,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,$True,,Confirmed not resizing
VAAZTIAMUTL300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,3,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
VAAZTIAMWEB300,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_CL,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB301,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_CL,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB302,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_CL,0,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB303,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_PIV,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB304,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_PIV,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB308,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_SAML,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB309,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_SAML,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB310,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_UNAUTHAMS,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB311,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_UNAUTHAMS,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB312,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_SAML,0,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB313,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_PIV,1,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB314,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_CL,1,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZTIAMWEB315,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD2_AS_WEB300_SAML,1,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAM2K12300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,N/A,Windows,,Standard_A4_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,Deleting
VAAZVIAMAPP300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD_AS_APP300_VALOGON,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD_AS_APP300_VALOGON,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP304,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD_AS_APP300_ESIG,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP305,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD_AS_APP300_ESIG,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP306,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,Compute,Standard_A8_v2,F8,Windows_Server,1,4,ACSPREPROD_AS_APP300_AMS-VDT,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP307,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Windows,Compute,Standard_A8_v2,F8,Windows_Server,1,4,ACSPREPROD_AS_APP300_AMS-VDT,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP310,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,Compute,Standard_A2_v2,F2,,1,4,ACSPREPROD_AS_APP300_SSO,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP375,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,General,Standard_A8_v2,D4,,1,4,VHICPREPROD_AS_APP375,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMAPP376,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,General,Standard_A8_v2,D4,,1,4,VHICPREPROD_AS_APP375,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMASM300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
vaazviamfam375,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A8_v2,D8sv3,,1,4,,,,,,,,,,
vaazviamfog375,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Linux,General,Standard_A8_v2,D8sv3,,1,4,,,,,,,,,,
VAAZVIAMFPS350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_PS,0,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
